,Sphere,Rastrigin,Ackley,Griewank,Schwefel P2.22,Rosenbrock,Sehwwefel P2.21,Quartic,Schwefel P1.2,Penalized 1,Penalized 2,Schwefel P2.26,Step,Kowalik,Shekel Foxholes,Goldstein-Price,Shekel 5,Branin,Hartmann 3,Shekel 7,Shekel 10,Six-Hump Camel-Back,Hartmann 6,Zakharov,Sum Squares,Alpine,Michalewicz,Exponential,Schaffer,Bent Cigar,Bohachevsky 1,Elliptic,Drop Wave,Cosine Mixture,Ellipsoidal,Levy and Montalvo 1
avg,3.124507473974843e-80,0.0,2.8599345114344034e-15,0.0,1.159976736439899e-51,5.573258652667212,8.628882440631947e-10,0.0011589745328185299,3049.757101675445,0.004649524810558432,0.056440561436841834,-12433.958726767769,0.0,0.000754641520846649,3.0391730695106287,7.999362728666028,-8.13352240521477,0.3979680452569228,-3.803123840165272,-8.077772082856962,-8.23135521549731,-1.0316284529741968,-3.036518217936076,402.35782500980895,2.8081097423535677e-82,1.085577114866048e-05,-1.7297445276590437,-1.0,0.0028360989895258202,4.687727793552608e-77,0.0,6.616970984567579e-79,-0.9808735983423809,-3.0,1535.2505158605034,0.001430426572441468
std,1.655786453170929e-79,0.0,2.0642458830386014e-15,0.0,8.107229293733338e-51,10.173452920002585,3.339406000386362e-09,0.0017198735729847994,8005.85999581245,0.005208078049567224,0.07052973253660526,345.56030103084225,0.0,0.0005550314346983846,3.2963443960008445,10.68068215339476,2.74043673264644,0.00021232790759270805,0.07252041912941637,2.6391132511766315,2.627876727567212,9.96619942310438e-10,0.18314169591050897,158.92685394270836,1.9293376509084715e-81,7.599039804062326e-05,0.2172074944287678,0.0,0.0026616857261983064,2.474226201711187e-76,0.0,4.6318728947948185e-78,0.029216061122722323,0.0,318.4960294740456,0.0013490405318794323
worst,1.097063592596113e-78,0.0,7.549516567451064e-15,0.0,5.791055858897006e-50,28.729103687295453,1.8011657752964485e-08,0.006455751063908289,46167.05108455343,0.023431577822908747,0.37114261466303566,-10990.407740527866,0.0,0.002952973750247674,12.670505811135913,33.14854428970155,-2.4569379613821107,0.398747585262047,-3.6002353960628337,-2.748551361500492,-1.540898282254397,-1.0316284483149791,-2.3500531153166397,741.8256443272527,1.3784857499182132e-80,0.000542788557433024,-0.9999999999985903,-1.0,0.021467899072913965,1.713158323086928e-75,0.0,3.3084807361992594e-77,-0.936245327807878,-3.0,2024.2094285776743,0.006085666824005897
best,1.5125630283252164e-97,0.0,4.440892098500626e-16,0.0,1.3007236218479615e-61,0.007577461632510637,1.7764858811143653e-18,3.0208197361423494e-06,3.039436974962615e-09,0.0003524136341234956,0.0019940954618676283,-12569.48661817301,0.0,0.000315890309498474,0.9980038378065845,3.000000261880809,-10.152963603246706,0.39788735774551043,-3.86269138645347,-10.39680798707147,-10.153198754335401,-1.031628453489869,-3.3088182865255544,45.640589412589065,3.6519751469188537e-103,5.241733922248276e-63,-1.801303408457342,-1.0,0.0024558581714964056,6.777101465175597e-91,0.0,2.6802951971494326e-98,-1.0,-3.0,766.178342118747,1.6055344770811555e-05
ideal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12569.486618173014,0.0,0.0003074861,0.9980038377944493,3.0,-10.1532,0.39788735772973816,-3.86278214782076,-10.1532,-10.1532,-1.031628453489877,-3.32236801141551,0.0,0.0,0.0,-1.8013034100985532,-1.0,0.0,0.0,0.0,0.0,-1.0,-3.0,0.0,0.0
time,0.20000526905059815,0.20154058933258057,0.20929253101348877,0.2086906051635742,0.2031985664367676,0.20579229831695556,0.19855033874511718,0.2168924617767334,0.20262840270996094,0.23808951377868653,0.233242769241333,0.20276500701904296,0.20120723247528077,0.3773151445388794,0.41858925342559816,0.20282784461975098,0.22453847885131836,0.19663100242614745,0.2207411766052246,0.23595865249633788,0.22331437587738037,0.1973168992996216,0.2224238920211792,0.21330738067626953,0.20460853099822998,0.20387202739715576,0.19910965919494628,0.19954426288604737,0.19356555461883546,0.20253920078277587,0.19290897369384766,0.20678897380828856,0.19340539932250977,0.20479066371917726,0.20212745189666748,0.2204906940460205
